time, id1, id2, amount, message
2016-11-02 09:52:51, 70011, 8579, 29.14, 🦀 
2016-11-02 09:52:53, 35436, 2006, 6.13, 👚 
2016-11-02 09:52:53, 61010, 14037, 18.43, 🙌🏻🙌🏻🙌🏻 
2016-11-02 09:52:53, 69739, 1892, 33.52, Asian BBQ 
2016-11-02 09:52:54, 66015, 20042, 18.86, For your fifth meal of the day 
2016-11-02 09:52:54, 3071, 95, 32.88, kottu house 
2016-11-02 09:52:55, 64434, 13432, 22.21, 🍣🍣🍣🍣 
2016-11-02 09:52:59, 74924, 51662, 18.15, Chill 
2016-11-02 09:52:59, 74785, 50424, 22.88, Fam 
2016-11-02 09:52:59, 18470, 50348, 13.60, Short bus. 
2016-11-02 09:53:03, 55526, 3741, 1.02, Things 
2016-11-02 09:53:03, 40640, 2425, 9.84, Furniture 
2016-11-02 09:53:04, 2028, 1119, 22.73, 🎅🏼🚙 
2016-11-02 09:53:05, 27245, 44142, 18.64, 7-11 
2016-11-02 09:53:06, 36945, 8898, 27.38, PT MACS 
2016-11-02 09:53:07, 32938, 2625, 20.89, Mexico!! 🌴☀️😎✈️🏝🏖🌴 
2016-11-02 09:53:08, 59072, 12671, 11.51, Ummmami 
2016-11-02 09:53:08, 47976, 8993, 22.71, New Years Esteban Pareja 
2016-11-02 09:53:08, 36299, 57390, 14.82, Thx bruh 
2016-11-02 09:53:12, 47954, 7778, 15.61, Food for the poor 
2016-11-02 09:53:12, 19576, 66104, 29.18, Dim sum 
2016-11-02 09:53:16, 77137, 74586, 14.92, Wild 🐰🐰🐰🐰 
