time, id1, id2, amount, message
2016-11-02 09:43:22, 50558, 20824, 26.92, No tip necessary 
2016-11-02 09:43:23, 38739, 3874, 23.54, Beer 
2016-11-02 09:43:23, 1255, 5490, 19.71, 🍳🍹 
2016-11-02 09:43:25, 33660, 9250, 25.13, View House 🍻👌😺🍫🍺🍺🍺🍭🍦🌯🌮 
2016-11-02 09:43:25, 11803, 3171, 28.42, Paper towels and garbage bags 6/28 
2016-11-02 09:43:27, 74653, 77144, 15.52, ⛳️ 
2016-11-02 09:43:27, 30109, 21541, 19.23, Nielsens shake 
2016-11-02 09:43:27, 54652, 46736, 22.10, Nuggets 
2016-11-02 09:43:30, 17193, 596, 24.16, 🍷 
2016-11-02 09:43:30, 44205, 5186, 23.48, Refuse 
2016-11-02 09:43:32, 21698, 11130, 28.03, Nomnomnom 
